"473","W POWELL LN / N LAMAR BLVD",30.35080947,-97.70916052
"474","W 3RD ST / GUADALUPE ST",30.2662249,-97.74731088
"475","S 1ST ST / W SLAUGHTER LN",30.17245517,-97.79956075
"476","E 7TH ST / COMAL ST",30.2639532,-97.72614351
"477","E 6TH ST / ONION ST",30.26338767,-97.72754653
"478","GROVE BLVD / E RIVERSIDE DR",30.22702364,-97.70793137
"479","WEST AVE / W 7TH ST",30.27118793,-97.75024516
"480","TOM MILLER ST / MATTIE ST",30.28978398,-97.70256692
"481","E STASSNEY LN / S PLEASANT VALLEY RD",30.19398417,-97.74469164
"482","E 51ST ST / DUVAL ST",30.31420756,-97.71992918
"483","S LAMAR BLVD / W OLTORF ST",30.24840952,-97.76995356
